time,glucose,lactose,biomass,growth_rate,glucose_uptake,lactose_uptake
0.0,30.0,30.0,0.003,0.7806387487326635,7.973421926910299,-0.0
0.05,29.996950654506907,30.0,0.0031194186017097837,0.7806384806792305,7.973419234088413,-0.0
0.1,29.993779902972726,30.0,0.00324359171140003,0.7806382018959659,7.9734164334763085,-0.0
0.15000000000000002,29.990483344391052,30.0,0.0033726916813961627,0.7806379119890127,7.973413521117496,-0.0
0.2,29.987055624673992,30.0,0.0035069281886215566,0.7806376104800856,7.973410492207023,-0.0
0.25,29.98349119505022,30.0,0.0036465185341931503,0.7806372968730086,7.973407341760532,-0.0
0.30000000000000004,29.979784877215934,30.0,0.00379166551096188,0.7806369707034452,7.9734040651133125,-0.0
0.35000000000000003,29.975931028268484,30.0,0.003942590106404176,0.780636631465348,7.973400657181715,-0.0
0.4,29.97192371351994,30.0,0.004099524734889463,0.7806362786260941,7.973397112615036,-0.0
0.45,29.967757036458906,30.0,0.004262700315718121,0.7806359116554487,7.973393426086623,-0.0
0.5,29.96342446470632,30.0,0.00443237267003418,0.7806355299661178,7.973389591696741,-0.0
0.55,29.958919482568803,30.0,0.0046087969655341935,0.7806351329711627,7.973385603548926,-0.0
0.6000000000000001,29.95423521182533,30.0,0.004792242567218344,0.7806347200504434,7.97338145541347,-0.0
0.65,29.94936449328037,30.0,0.004982989843606935,0.7806342905577347,7.973377140798472,-0.0
0.7000000000000001,29.944299923011062,30.0,0.005181328747221801,0.7806338438237908,7.973372652980764,-0.0
0.75,29.939033772746527,30.0,0.005387561932696135,0.780633379149194,7.973367984934129,-0.0
0.8,29.933557982646363,30.0,0.005602005039583129,0.780632895803578,7.9733631293214655,-0.0
0.8500000000000001,29.927864209389842,30.0,0.005824984809076299,0.7806323930297426,7.973358078535941,-0.0
0.9,29.921943797307947,30.0,0.0060568402145453094,0.7806318700409038,7.973352824673806,-0.0
0.9500000000000001,29.915787762926882,30.0,0.0062979230668406185,0.7806313260192149,7.973347359518976,-0.0
1.0,29.90938668553201,30.0,0.006548602300015381,0.7806307601058577,7.97334167444396,-0.0
1.05,29.902730819194627,30.0,0.006809259584144398,0.7806301714107594,7.973335760507234,-0.0
1.1,29.895810070903558,30.0,0.007080290181732689,0.7806295590104401,7.973329608431678,-0.0
1.1500000000000001,29.888613819842995,30.0,0.007362110025131719,0.7806289219317896,7.97332320844151,-0.0
1.2000000000000002,29.88113114039028,30.0,0.007655146983531522,0.7806282591715175,7.97331655045789,-0.0
1.25,29.873350662762466,30.0,0.007959846320299285,0.7806275696835664,7.973309623972274,-0.0
1.3,29.86526047027152,30.0,0.008276674716653182,0.7806268523696824,7.973302417951825,-0.0
1.35,29.85684824680441,30.0,0.008606114496072105,0.7806261060921682,7.9732949209673505,-0.0
1.4000000000000001,29.848101212089528,30.0,0.008948666159382628,0.7806253296677748,7.973287121132172,-0.0
1.4500000000000002,29.839006083842143,30.0,0.009304849867210179,0.7806245218639815,7.9732790060645415,-0.0
1.5,29.82954899253632,30.0,0.009675208777657257,0.780623681390988,7.973270562807361,-0.0
1.55,29.81971551610103,30.0,0.010060307687550153,0.7806228069043393,7.973261777854488,-0.0
1.6,29.80949065271871,30.0,0.01046073409769671,0.7806218970020301,7.973252637121479,-0.0
1.6500000000000001,29.79885878702552,30.0,0.010877099536544293,0.7806209502209186,7.9732431259099705,-0.0
1.7000000000000002,29.787803727338975,30.0,0.01131003810225654,0.7806199650395058,7.973233228935178,-0.0
1.75,29.776308647783342,30.0,0.011760208729199554,0.7806189398721373,7.973222930267881,-0.0
1.8,29.764356041028105,30.0,0.01222829703879653,0.7806178730641191,7.973212213285263,-0.0
1.85,29.751927714515986,30.0,0.012715015487238093,0.7806167628906319,7.973201060660113,-0.0
1.9000000000000001,29.739004732078282,30.0,0.01322110565191228,0.7806156075507341,7.973189454300399,-0.0
1.9500000000000002,29.725567382950103,30.0,0.01374733944481772,0.7806144051636942,7.9731773753126545,-0.0
2.0,29.711595204880243,30.0,0.014294518207561814,0.7806131537701368,7.973164804013271,-0.0
2.0500000000000003,29.69706693736758,30.0,0.014863474542693668,0.7806118513268302,7.9731517198762685,-0.0
2.1,29.681960464097216,30.0,0.015455074567991311,0.780610495700425,7.97313810147037,-0.0
2.15,29.666252728682853,30.0,0.01607022121611114,0.7806090846586811,7.973123926370849,-0.0
2.2,29.64991980508999,30.0,0.01670985147673195,0.7806076158754749,7.9731091712098285,-0.0
2.25,29.632936833237732,30.0,0.017374938918483122,0.7806060869236041,7.973093811604048,-0.0
2.3000000000000003,29.615277965656038,30.0,0.01806649577792162,0.7806044952684589,7.973077822091228,-0.0
2.35,29.596916268291938,30.0,0.018785576844087548,0.7806028382574064,7.973061176023378,-0.0
2.4000000000000004,29.5778237562373,30.0,0.01953327805938053,0.7806011131211577,7.973043845580763,-0.0
2.45,29.557971370151275,30.0,0.020310737442899292,0.7805993169697166,7.973025801730824,-0.0
2.5,29.537328910442756,30.0,0.02111913766794339,0.7805974467842556,7.97300701414701,-0.0
2.5500000000000003,29.515864882308147,30.0,0.021959712130504145,0.7805954994007754,7.972987451044257,-0.0
2.6,29.493546569253503,30.0,0.022833742070088356,0.780593471514189,7.972967079220198,-0.0
