time,glucose,lactose,biomass,growth_rate,glucose_uptake,lactose_uptake
0.0,10.0,10.0,0.1,0.9725160016148312,9.900990099009901,-0.0
0.1,9.792053879463543,10.0,0.11021264762632445,0.9723088173727024,9.898908759274345,-0.0
0.2,9.562925282596831,10.0,0.1214655746294884,0.972070202259953,9.896511670042505,-0.0
0.30000000000000004,9.310471298838559,10.0,0.13386401079407115,0.9717938417548363,9.893735396640185,-0.0
0.4,9.032336847148068,10.0,0.14752360182556348,0.97147167907013,9.890499001872419,-0.0
0.5,8.725935723412947,10.0,0.1625713387159198,0.9710932701052396,9.886697565976233,-0.0
0.6000000000000001,8.388429327415668,10.0,0.17914660034957366,0.9706448266859031,9.882192575159902,-0.0
0.7000000000000001,8.016706673472216,10.0,0.19740213228217351,0.9701077632500342,9.876797321841346,-0.0
0.8,7.607363218675817,10.0,0.21750508205695718,0.9694564109989205,9.87025394137688,-0.0
0.9,7.156681657736224,10.0,0.23963793564920077,0.9686542904587712,9.862195966811646,-0.0
1.0,6.660616859691412,10.0,0.2639992466794134,0.9676477580587182,9.852084503418283,-0.0
1.1,6.114789993733618,10.0,0.2908039075342964,0.9663545873125009,9.839093517076474,-0.0
1.2000000000000002,5.5145023313616495,10.0,0.320282441335938,0.9646420681551,9.821889823713462,-0.0
1.3,4.854790329940975,10.0,0.3526782414670283,0.9622814182592776,9.798175112686977,-0.0
1.4000000000000001,4.130575259737627,10.0,0.38824011161721955,0.9588422248762141,9.763625526410793,-0.0
1.5,3.3370495504061433,10.0,0.42720304008756627,0.9534098525418253,9.70905278340202,-0.0
1.6,2.470769094657696,10.0,0.4697338809387239,0.9436504462533722,9.611011349841533,-0.0
1.7000000000000002,1.5335305541577053,10.0,0.5157385594887067,0.92143405311183,9.387829020121616,-0.0
1.8,0.555570632084317,10.0,0.5637082451739737,0.8305289946361648,8.474611352219048,-0.0
1.9000000000000001,0.0012206655235348842,9.679205186133109,0.5963179665342818,0.21011253779546035,0.12059449690647078,4.754401256848061
2.0,7.503589251961442e-09,8.964686162451907,0.6082384380163417,0.1964189502599341,7.503588688922967e-07,4.735860232754685
2.1,-1.447899536708772e-09,8.239085940687538,0.6202743788309982,0.19545211423032488,-0.0,4.713928891766533
2.2,-1.6474203874608373e-09,7.502928794930941,0.6324815007771968,0.19429214297759448,-0.0,4.687614364183334
2.3000000000000003,-1.700885807040988e-09,6.756973754603519,0.6448462174013428,0.19287667579462545,-0.0,4.655503783734355
2.4000000000000004,-1.700885807040988e-09,6.00232883305737,0.6573488086629943,0.19111425410049335,-0.0,4.615522366803385
2.5,-1.700885807040988e-09,5.240623573050596,0.6699603882934831,0.18886545523601256,-0.0,4.564507240687881
2.6,-1.700885807040988e-09,4.474299194756609,0.6826378019920898,0.1859080330594805,-0.0,4.497416640592259
2.7,-1.700885807040988e-09,3.7071214923487323,0.6953146064156049,0.18186813253216869,-0.0,4.405769478122603
2.8000000000000003,-1.700885807040988e-09,2.9451514893238135,0.7078839923266531,0.17607469731675016,-0.0,4.274342504894993
2.9000000000000004,-1.700885807040988e-09,2.1987204854305347,0.7201640283785442,0.16722730881179845,-0.0,4.073635075030318
3.0,-1.700885807040988e-09,1.4867731268881195,0.7318212158413169,0.15259430931674958,-0.0,3.741678168399757
3.1,-1.700885807040988e-09,0.8467849028815806,0.7421958997180729,0.12623602587948354,-0.0,3.143727335633923
3.2,-1.700885807040988e-09,0.35229460205269947,0.7499937168250245,0.07876141020667995,-0.0,2.066741952865942
3.3000000000000003,-1.700885807040988e-09,0.09066936452023917,0.7536755105101545,0.021245276115858747,-0.0,0.7675136884226573
3.4000000000000004,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
3.5,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
3.6,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
3.7,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
3.8000000000000003,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
3.9000000000000004,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
4.0,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
4.1000000000000005,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
4.2,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
4.3,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
4.4,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
4.5,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
4.6000000000000005,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
4.7,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
4.800000000000001,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
4.9,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
5.0,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
5.1000000000000005,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
5.2,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
5.300000000000001,-1.700885807040988e-09,0.031125815041055487,0.7541183260821241,0.0,0.0,0.0
