gene_id,our_essential,orth_essential,growth_ratio,growth_drop
b3942,False,False,0.9999999999999939,5.995204332975845e-15
b2708,True,False,-2.5688312941080604e-14,0.9823718127270044
b1732,False,False,0.9999999999999939,5.995204332975845e-15
b2964,False,False,0.9999999999999939,5.995204332975845e-15
b3197,True,False,-2.5688312941080604e-14,0.9823718127270044
b2406,False,False,0.9999999999999939,5.995204332975845e-15
b0411,False,False,0.9999999999999939,5.995204332975845e-15
b3196,True,False,5.467980419688944e-16,0.9823718127269786
b1094,True,False,3.127469636536588e-16,0.9823718127269788
b4481,False,False,0.9999999999999939,5.995204332975845e-15
b1270,False,False,0.9999999999999939,5.995204332975845e-15
b1927,False,False,0.9999999999999939,5.995204332975845e-15
b2874,False,False,0.9948291447623945,0.005079702433115285
b1992,False,False,0.9999999999999939,5.995204332975845e-15
b0158,False,False,0.9999999999999939,5.995204332975845e-15
b3571,False,False,0.9999999999999939,5.995204332975845e-15
b1709,False,False,0.9999999999999939,5.995204332975845e-15
b0323,False,False,0.9948291447623945,0.005079702433115285
b2901,False,False,0.9999999999999939,5.995204332975845e-15
b0521,False,False,0.9948291447623945,0.005079702433115285
b0032,False,True,0.9999999999999939,5.995204332975845e-15
b1711,False,False,0.9999999999999939,5.995204332975845e-15
b2662,False,False,0.9999999999999939,5.995204332975845e-15
b3966,False,False,0.9999999999999939,5.995204332975845e-15
b1252,False,False,0.9999999999999939,5.995204332975845e-15
b0033,False,True,0.9999999999999939,5.995204332975845e-15
b1302,False,False,0.9999999999999939,5.995204332975845e-15
b0444,False,False,0.9999999999999939,5.995204332975845e-15
b3006,False,False,0.9999999999999939,5.995204332975845e-15
b3005,False,False,0.9999999999999939,5.995204332975845e-15
b1444,False,False,0.9999999999999939,5.995204332975845e-15
b3397,False,False,0.9999999999999939,5.995204332975845e-15
b3469,False,False,0.9999999999999939,5.995204332975845e-15
b2663,False,False,0.9999999999999939,5.995204332975845e-15
b3915,False,False,0.9999999999999939,5.995204332975845e-15
b2221,False,False,0.9999999999999939,5.995204332975845e-15
b0752,False,False,0.9999999999999939,5.995204332975845e-15
b3034,False,False,0.9999999999999939,5.995204332975845e-15
b2222,False,False,0.9999999999999939,5.995204332975845e-15
b0469,False,False,0.9999999999999939,5.995204332975845e-15
b3040,True,False,-9.767508140095013e-16,0.9823718127269802
b2224,False,False,0.9894793096884912,0.010335229612456032
b2750,True,False,1.4909449628353192e-14,0.9823718127269645
b2342,False,False,0.989479309684731,0.010335229616149966
b1131,True,False,-3.811326726815683e-14,0.9823718127270166
b3918,False,False,0.9999999999999939,5.995204332975845e-15
b3845,False,False,0.989479309684731,0.010335229616149966
b2794,False,False,0.9999999999999939,5.995204332975845e-15
b2223,False,False,0.9999999999999939,5.995204332975845e-15
b1208,True,False,-9.76750814009499e-16,0.9823718127269802
b4177,True,False,-5.238693274460912e-14,0.9823718127270307
b0351,False,False,0.9999999999999939,5.995204332975845e-15
b0677,False,False,0.9999999999999939,5.995204332975845e-15
b1661,False,False,0.9999999999999939,5.995204332975845e-15
b1241,False,False,0.9999999999999939,5.995204332975845e-15
s0001,True,False,-2.4604002177638706e-16,0.9823718127269794
b2130,False,False,0.9999999999999939,5.995204332975845e-15
b2129,False,False,0.9999999999999939,5.995204332975845e-15
b2128,False,False,0.9999999999999939,5.995204332975845e-15
b2131,False,False,0.9999999999999939,5.995204332975845e-15
b0314,False,False,0.9999999999999939,5.995204332975845e-15
b1801,False,False,0.9999999999999939,5.995204332975845e-15
b0311,False,False,0.9999999999999939,5.995204332975845e-15
b2599,True,False,-7.033006728081701e-17,0.9823718127269793
b2600,True,False,-7.033006728081701e-17,0.9823718127269793
b2329,True,False,-4.745194437634489e-16,0.9823718127269796
b4039,True,False,-9.76750814009499e-16,0.9823718127269802
b2539,False,False,0.9999999999999939,5.995204332975845e-15
b2538,False,False,0.9999999999999939,5.995204332975845e-15
b2540,False,False,0.9999999999999939,5.995204332975845e-15
b2542,False,False,0.9999999999999939,5.995204332975845e-15
b0110,False,False,0.9999999999999939,5.995204332975845e-15
b4169,False,False,0.9999999999999939,5.995204332975845e-15
b2435,False,False,0.9999999999999939,5.995204332975845e-15
b2817,False,False,0.9999999999999939,5.995204332975845e-15
b1107,False,False,0.9999999999999939,5.995204332975845e-15
b0433,False,False,0.9999999999999939,5.995204332975845e-15
b3619,False,False,0.9999999999999939,5.995204332975845e-15
b2937,False,False,0.9999999999999939,5.995204332975845e-15
b3018,True,False,4.502687145950998e-16,0.9823718127269787
b3958,True,False,3.772860658243418e-17,0.9823718127269792
b0574,False,False,0.9999999999999939,5.995204332975845e-15
b0572,False,False,0.9999999999999939,5.995204332975845e-15
b0573,False,False,0.9999999999999939,5.995204332975845e-15
b1463,False,False,0.9999999999999939,5.995204332975845e-15
b0575,False,False,0.9999999999999939,5.995204332975845e-15
b4006,True,False,-3.267993086679149e-14,0.9823718127270112
b0614,False,False,0.9999999999999939,5.995204332975845e-15
b0616,False,False,0.9999999999999939,5.995204332975845e-15
b0522,True,False,-3.693421796907059e-14,0.9823718127270155
b1993,False,False,0.9999999999999939,5.995204332975845e-15
b0523,True,False,-3.811326726815694e-14,0.9823718127270166
b0617,False,False,0.9999999999999939,5.995204332975845e-15
b0185,True,False,1.769572345557342e-14,0.9823718127269617
b0615,False,False,0.9999999999999939,5.995204332975845e-15
b0612,False,False,0.9999999999999939,5.995204332975845e-15
b1249,False,False,0.9999999999999939,5.995204332975845e-15
b0727,False,False,0.9952670943572751,0.0046494730957094
b2316,True,False,1.769572345557342e-14,0.9823718127269617
b0726,False,False,0.9952670943572751,0.0046494730957094
b0116,False,False,0.9710693551179534,0.028420650056136587
b0789,False,False,0.9999999999999939,5.995204332975845e-15
b3256,True,False,1.769572345557342e-14,0.9823718127269617
b2587,False,False,0.9999999999999939,5.995204332975845e-15
b3255,True,False,1.769572345557342e-14,0.9823718127269617
b1488,False,False,0.9999999999999939,5.995204332975845e-15
b1592,True,False,-1.4890781754489127e-16,0.9823718127269793
b0155,True,False,-1.4890781754489127e-16,0.9823718127269793
b4069,False,False,0.9999999999999939,5.995204332975845e-15
b3035,False,False,0.9999999999999939,5.995204332975845e-15
b3542,False,False,0.9999999999999939,5.995204332975845e-15
b1119,False,False,0.9999999999999939,5.995204332975845e-15
b1487,False,False,0.9999999999999939,5.995204332975845e-15
b3541,False,False,0.9999999999999939,5.995204332975845e-15
b1485,False,False,0.9999999999999939,5.995204332975845e-15
b3543,False,False,0.9999999999999939,5.995204332975845e-15
b0463,False,False,0.9999999999999939,5.995204332975845e-15
b3784,False,False,0.9999999999999939,5.995204332975845e-15
b2470,False,False,0.9999999999999939,5.995204332975845e-15
b0462,False,False,0.9999999999999939,5.995204332975845e-15
b3816,True,False,-9.767508140094972e-16,0.9823718127269802
b1484,False,False,0.9999999999999939,5.995204332975845e-15
b1486,False,False,0.9999999999999939,5.995204332975845e-15
b3544,False,False,0.9999999999999939,5.995204332975845e-15
b1483,False,False,0.9999999999999939,5.995204332975845e-15
b3540,False,False,0.9999999999999939,5.995204332975845e-15
b2416,False,False,0.9894447962845623,0.01036913460763711
b0092,True,True,3.414948461816031e-16,0.9823718127269788
b0381,True,False,3.414948461816031e-16,0.9823718127269788
b1325,False,False,0.9999999999999939,5.995204332975845e-15
b4053,True,False,-3.501969683179666e-16,0.9823718127269795
b2174,False,False,0.9999999999999939,5.995204332975845e-15
b0914,True,False,2.9218277447089727e-16,0.9823718127269788
b1102,False,False,0.9999999999999939,5.995204332975845e-15
b2765,False,False,0.9999999999999939,5.995204332975845e-15
b1101,False,False,0.9894447962845623,0.01036913460763711
b0783,True,False,-9.767508140095003e-16,0.9823718127269802
b1190,True,False,-3.501969683179666e-16,0.9823718127269795
b2415,False,False,0.9894447962845623,0.01036913460763711
b0870,False,False,0.9999999999999939,5.995204332975845e-15
b2417,False,False,0.9894447962845623,0.01036913460763711
b2551,False,False,0.985736067615309,0.014012485113363948
b0781,True,False,-9.767508140095003e-16,0.9823718127269802
b2436,False,False,0.9999574551770107,4.179483488209179e-05
b0679,False,False,0.9999999999999939,5.995204332975845e-15
b3867,False,False,0.9999999999999939,5.995204332975845e-15
b2290,False,False,0.9999999999999939,5.995204332975845e-15
b3959,True,False,-5.013197641170437e-16,0.9823718127269796
b2379,False,False,0.9999999999999939,5.995204332975845e-15
b0038,False,True,0.9999999999999939,5.995204332975845e-15
b2818,True,False,-5.013197641170437e-16,0.9823718127269796
b0037,False,True,0.9999999999999939,5.995204332975845e-15
b2697,False,False,0.9999999999999939,5.995204332975845e-15
b3457,False,False,0.9999999999999939,5.995204332975845e-15
b0036,False,True,0.9999999999999939,5.995204332975845e-15
b2677,False,False,0.9999999999999939,5.995204332975845e-15
b3670,True,False,4.204991521442923e-15,0.982371812726975
b2678,False,False,0.9999999999999939,5.995204332975845e-15
b2679,False,False,0.9999999999999939,5.995204332975845e-15
b3460,False,False,0.9999999999999939,5.995204332975845e-15
b3456,False,False,0.9999999999999939,5.995204332975845e-15
b3455,False,False,0.9999999999999939,5.995204332975845e-15
b3454,False,False,0.9999999999999939,5.995204332975845e-15
b3671,True,False,4.204991521442923e-15,0.982371812726975
b4208,False,False,0.9993521106296918,0.0006364682551562861
b4111,False,False,0.9999999999999939,5.995204332975845e-15
b0040,False,True,0.9999999999999939,5.995204332975845e-15
b0078,True,True,4.204991521442923e-15,0.982371812726975
b0720,True,False,-3.7843891541684657e-16,0.9823718127269795
b0007,False,False,0.9999999999999939,5.995204332975845e-15
b0077,True,True,4.204991521442923e-15,0.982371812726975
b0337,False,False,0.9999999999999939,5.995204332975845e-15
b1849,False,False,0.9999999999999939,5.995204332975845e-15
b0336,False,False,0.9999999999999939,5.995204332975845e-15
b3846,False,False,0.9894793096847285,0.010335229616152408
b0356,False,False,0.9999999999999939,5.995204332975845e-15
b1478,False,False,0.9999999999999939,5.995204332975845e-15
b3115,False,False,0.9999999999999939,5.995204332975845e-15
b1385,False,False,0.9999999999999939,5.995204332975845e-15
b2296,False,False,0.9999999999999939,5.995204332975845e-15
b1300,False,False,0.9999999999999939,5.995204332975845e-15
b2428,False,False,0.9999999999999939,5.995204332975845e-15
b3588,False,False,0.9999999999999939,5.995204332975845e-15
b2780,True,False,-7.023979604837773e-16,0.9823718127269798
b3794,False,False,0.9999999999999939,5.995204332975845e-15
b4084,False,False,0.9999999999999939,5.995204332975845e-15
b1819,False,False,0.9894447962845623,0.01036913460763711
b1817,False,False,0.9894447962845623,0.01036913460763711
b4090,False,False,0.3404395779311741,0.6479335674307241
b0123,False,False,0.9999999999999939,5.995204332975845e-15
b0484,False,False,0.9999999999999939,5.995204332975845e-15
b1818,False,False,0.9894447962845623,0.01036913460763711
b0516,False,False,0.9999999999999939,5.995204332975845e-15
b2429,False,False,0.9999999999999939,5.995204332975845e-15
b3425,False,False,0.9999999999999939,5.995204332975845e-15
b3224,False,False,0.9999999999999939,5.995204332975845e-15
b1308,False,False,0.9999999999999939,5.995204332975845e-15
b0340,False,False,0.9999999999999939,5.995204332975845e-15
b0341,False,False,0.9999999999999939,5.995204332975845e-15
b0512,False,False,0.9999999999999939,5.995204332975845e-15
b0511,False,False,0.9999999999999939,5.995204332975845e-15
b4085,False,False,0.9999999999999939,5.995204332975845e-15
b4088,False,False,0.9999999999999939,5.995204332975845e-15
b4311,False,False,0.9999999999999939,5.995204332975845e-15
b4087,False,False,0.9999999999999939,5.995204332975845e-15
b4086,False,False,0.9999999999999939,5.995204332975845e-15
b1677,False,False,0.9999999999999939,5.995204332975845e-15
b1919,False,False,0.9999999999999939,5.995204332975845e-15
b3008,True,False,4.9542530582272964e-17,0.9823718127269792
b3225,False,False,0.9999999999999939,5.995204332975845e-15
b0221,False,False,0.9894793096825865,0.010335229618256725
b3708,False,False,0.9997053804669932,0.0002894259247047115
b2421,True,False,1.4692896439977e-14,0.9823718127269647
b0657,False,False,0.9999999999999939,5.995204332975845e-15
b3001,False,False,0.9999999999999939,5.995204332975845e-15
b1091,True,False,-9.76750814009499e-16,0.9823718127269802
b1781,False,False,0.9999999999999939,5.995204332975845e-15
b2414,True,False,1.4692896439977e-14,0.9823718127269647
b3957,True,False,-4.515342501904695e-17,0.9823718127269792
b2810,False,False,0.9999999999999939,5.995204332975845e-15
b3201,True,False,-4.596237137363913e-16,0.9823718127269796
b1622,True,False,4.9542530582272964e-17,0.9823718127269792
b0207,False,False,0.9999999999999939,5.995204332975845e-15
b4261,True,False,-4.596237137363913e-16,0.9823718127269796
b3012,False,False,0.9999999999999939,5.995204332975845e-15
b0526,False,False,0.9999999999999939,5.995204332975845e-15
b0886,False,False,0.9999999999999939,5.995204332975845e-15
b3945,False,False,0.9999999999999939,5.995204332975845e-15
b4262,True,False,-4.596237137363913e-16,0.9823718127269796
b0887,False,False,0.9999999999999939,5.995204332975845e-15
b3200,True,False,-4.596237137363913e-16,0.9823718127269796
b3091,False,False,0.9999999999999939,5.995204332975845e-15
b3199,True,False,-4.596237137363913e-16,0.9823718127269796
b1519,False,False,0.9999999999999939,5.995204332975845e-15
b3416,False,False,0.9999999999999939,5.995204332975845e-15
b3223,False,False,0.9999999999999939,5.995204332975845e-15
b0979,False,False,0.9999999999999939,5.995204332975845e-15
b0978,False,False,0.9999999999999939,5.995204332975845e-15
b1587,False,False,0.9999999999999939,5.995204332975845e-15
b0734,False,False,0.9999999999999939,5.995204332975845e-15
b0733,False,False,0.9999999999999939,5.995204332975845e-15
b0429,False,False,0.9096063234629719,0.08880019987873655
b3222,False,False,0.9999999999999939,5.995204332975845e-15
b0774,True,False,-9.76750814009498e-16,0.9823718127269802
b3833,False,False,0.9999999999999939,5.995204332975845e-15
b3994,True,False,-9.76750814009499e-16,0.9823718127269802
b0896,False,False,0.9999999999999939,5.995204332975845e-15
b1982,False,False,0.9999999999999939,5.995204332975845e-15
b0430,False,False,0.9096063234629719,0.08880019987873655
b0432,False,False,0.9096063234629719,0.08880019987873655
b0894,False,False,0.9999999999999939,5.995204332975845e-15
b0431,False,False,0.9096063234629719,0.08880019987873655
b2523,False,False,0.9999999999999939,5.995204332975845e-15
b1872,False,False,0.9999999999999939,5.995204332975845e-15
b0932,False,False,0.9999999999999939,5.995204332975845e-15
b2143,False,False,0.9999999999999939,5.995204332975845e-15
b1873,False,False,0.9999999999999939,5.995204332975845e-15
b2162,False,False,0.9999999999999939,5.995204332975845e-15
b0237,False,False,0.9999999999999939,5.995204332975845e-15
b0099,True,True,-9.767508140065928e-16,0.9823718127269802
b4260,False,False,0.9999999999999939,5.995204332975845e-15
b0651,False,False,0.9999999999999939,5.995204332975845e-15
b1865,True,False,-9.767508140065928e-16,0.9823718127269802
b2066,False,False,0.9999999999999939,5.995204332975845e-15
b1640,False,False,0.9999999999999939,5.995204332975845e-15
b1263,True,False,2.8916213071888373e-16,0.9823718127269788
b3575,False,False,0.9999999999999939,5.995204332975845e-15
b1264,True,False,2.8916213071888373e-16,0.9823718127269788
b0776,True,False,-9.767508140095003e-16,0.9823718127269802
b0910,True,False,5.790840460693968e-16,0.9823718127269786
b3603,False,False,0.9999999999999939,5.995204332975845e-15
b0103,True,False,6.410563285839797e-12,0.9823718127206816
b2975,False,False,0.9999999999999939,5.995204332975845e-15
b0049,False,True,0.9999999999999939,5.995204332975845e-15
b4129,False,False,0.9999999999999939,5.995204332975845e-15
b3774,True,False,4.0890032905613055e-15,0.9823718127269752
b0121,False,False,0.9999999999999939,5.995204332975845e-15
b3059,False,False,0.9999999999999939,5.995204332975845e-15
b1189,False,False,0.9999999999999939,5.995204332975845e-15
b4042,False,False,0.9999999999999939,5.995204332975845e-15
b2871,False,False,0.9999999999999939,5.995204332975845e-15
b0425,True,False,6.452646041469736e-12,0.9823718127206402
b2838,True,False,5.016296195729351e-16,0.9823718127269787
b0968,False,False,0.9999999999999939,5.995204332975845e-15
b4381,False,False,0.9999999999999939,5.995204332975845e-15
b0414,True,False,-9.76750814009499e-16,0.9823718127269802
b0062,False,True,0.9999999999999939,5.995204332975845e-15
b3809,True,False,-1.2533566609403303e-16,0.9823718127269793
b1185,False,False,0.9999999999999939,5.995204332975845e-15
b0175,True,False,4.1247842444411066e-16,0.9823718127269787
b3041,True,False,-9.76750814009499e-16,0.9823718127269802
b0778,True,False,-9.76750814009498e-16,0.9823718127269802
b0152,False,False,0.9999999999999939,5.995204332975845e-15
b0153,False,False,0.9999999999999939,5.995204332975845e-15
b0151,False,False,0.9999999999999939,5.995204332975845e-15
b3860,False,False,0.9999999999999939,5.995204332975845e-15
b2893,False,False,0.9999999999999939,5.995204332975845e-15
b3722,False,False,0.9999999999999939,5.995204332975845e-15
b1734,False,False,0.9999999999999939,5.995204332975845e-15
b2582,False,False,0.9999999999999936,6.328271240363392e-15
b2065,False,False,0.9999999999999939,5.995204332975845e-15
b2344,False,False,0.9999999999999939,5.995204332975845e-15
b2715,False,False,0.9999999999999939,5.995204332975845e-15
b3781,False,False,0.9999999999999936,6.328271240363392e-15
b1900,False,False,0.9999999999999939,5.995204332975845e-15
b4136,False,False,0.9999999999999939,5.995204332975845e-15
b4460,False,False,0.9999999999999939,5.995204332975845e-15
b3693,False,False,0.9999999999999939,5.995204332975845e-15
b3909,False,False,0.9999999999999939,5.995204332975845e-15
b0604,False,False,0.9999999999999939,5.995204332975845e-15
b3526,False,False,0.9999999999999939,5.995204332975845e-15
b2601,True,False,4.3051514667345953e-16,0.9823718127269787
b1901,False,False,0.9999999999999939,5.995204332975845e-15
b2841,False,False,0.9999999999999939,5.995204332975845e-15
b4122,False,False,0.9189043812472412,0.07966604999836369
b0754,True,False,4.3051514667345953e-16,0.9823718127269787
b1528,False,False,0.9999999999999939,5.995204332975845e-15
b1098,True,False,5.872350454103037e-16,0.9823718127269786
b1704,True,False,4.3051514667345953e-16,0.9823718127269787
b2147,False,False,0.9999999999999939,5.995204332975845e-15
b4477,False,False,0.9999999999999939,5.995204332975845e-15
b4115,False,False,0.9999999999999939,5.995204332975845e-15
b2146,False,False,0.9999999999999939,5.995204332975845e-15
b4117,False,False,0.9999999999999939,5.995204332975845e-15
b3648,True,False,5.186708855479708e-16,0.9823718127269786
b1238,False,False,0.9999999999999939,5.995204332975845e-15
b1393,False,False,0.9999999999999939,5.995204332975845e-15
b2938,False,False,0.9999999999999939,5.995204332975845e-15
b1605,False,False,0.9999999999999939,5.995204332975845e-15
b4382,False,False,0.9999999999999939,5.995204332975845e-15
b3960,True,False,-3.1545202214464865e-17,0.9823718127269792
b3771,True,False,4.0890032905613055e-15,0.9823718127269752
b4384,False,False,0.9999999999999939,5.995204332975845e-15
b1199,False,False,0.9999999999999939,5.995204332975845e-15
b3172,True,False,-1.5094487323040846e-16,0.9823718127269793
b3640,False,False,0.9998914842664789,0.00010660279784857618
b1876,False,False,0.9999999999999939,5.995204332975845e-15
b1200,False,False,0.9999999999999939,5.995204332975845e-15
b1198,False,False,0.9999999999999939,5.995204332975845e-15
b2251,False,False,0.9998914842664789,0.00010660279784857618
b0596,False,False,0.9999999999999939,5.995204332975845e-15
b0594,False,False,0.9999999999999939,5.995204332975845e-15
b2541,False,False,0.9999999999999939,5.995204332975845e-15
b2306,False,False,0.9999999999999939,5.995204332975845e-15
b2308,False,False,0.9999999999999939,5.995204332975845e-15
b0173,True,False,4.773915197200897e-16,0.9823718127269787
b0861,False,False,0.9999999999999939,5.995204332975845e-15
b0348,False,False,0.9999999999999939,5.995204332975845e-15
b0420,True,False,-9.767508140094997e-16,0.9823718127269802
b0031,True,True,3.025793794164863e-16,0.9823718127269788
b2307,False,False,0.9999999999999939,5.995204332975845e-15
b2310,False,False,0.9999999999999939,5.995204332975845e-15
b3564,False,False,0.9999999999999939,5.995204332975845e-15
b0864,False,False,0.9999999999999939,5.995204332975845e-15
b0860,False,False,0.9999999999999939,5.995204332975845e-15
b0862,False,False,0.9999999999999939,5.995204332975845e-15
b0863,False,False,0.9999999999999939,5.995204332975845e-15
b2478,True,False,-1.8248904577198996e-16,0.9823718127269794
b1606,True,False,-6.270415466687109e-16,0.9823718127269798
b1779,True,False,-1.6094331681331258e-16,0.9823718127269793
b0048,True,True,-6.270415466687109e-16,0.9823718127269798
b2923,False,False,0.9999999999999939,5.995204332975845e-15
b2927,True,False,-9.767508140095007e-16,0.9823718127269802
b2315,True,False,-9.767508140065928e-16,0.9823718127269802
b1288,True,False,-9.767508140095003e-16,0.9823718127269802
b3930,False,False,0.9999999999999939,5.995204332975845e-15
b3433,True,False,-5.366243566919536e-17,0.9823718127269792
b4192,False,False,0.9999999999999939,5.995204332975845e-15
b3622,False,False,0.9999999999999939,5.995204332975845e-15
b4195,False,False,0.9999999999999939,5.995204332975845e-15
b4193,False,False,0.9999999999999939,5.995204332975845e-15
b2262,False,False,0.9999999999999939,5.995204332975845e-15
b0736,False,False,0.9999999999999939,5.995204332975845e-15
b4194,False,False,0.9999999999999939,5.995204332975845e-15
b3793,False,False,0.9999999999999939,5.995204332975845e-15
b3785,False,False,0.9999999999999939,5.995204332975845e-15
b3058,True,False,-9.76750814006592e-16,0.9823718127269802
b3792,False,False,0.9999999999999939,5.995204332975845e-15
b0945,False,False,0.9999999999999939,5.995204332975845e-15
b1767,False,False,0.9999999999999939,5.995204332975845e-15
b0828,False,False,0.9999999999999939,5.995204332975845e-15
b2341,False,False,0.989479309684731,0.010335229616149966
b1850,False,False,0.9999999999999939,5.995204332975845e-15
b2957,False,False,0.9999999999999939,5.995204332975845e-15
b1062,True,False,-1.226750239881278e-15,0.9823718127269804
b1851,False,False,0.9999999999999939,5.995204332975845e-15
b3177,True,False,-9.76750814006592e-16,0.9823718127269802
b0674,False,False,0.9999999999999939,5.995204332975845e-15
b1054,False,False,0.9999999999999939,5.995204332975845e-15
b3744,False,False,0.999001185929846,0.0009812067886744158
b0930,False,False,0.9999999999999939,5.995204332975845e-15
b0578,False,False,0.9999999999999939,5.995204332975845e-15
b2303,False,False,0.9999999999999939,5.995204332975845e-15
b1855,False,False,0.9999999999999939,5.995204332975845e-15
b3389,True,False,-1.634013679401828e-17,0.9823718127269792
b1453,False,False,0.9999999999999939,5.995204332975845e-15
b3502,False,False,0.9999999999999939,5.995204332975845e-15
b2378,False,False,0.9999999999999939,5.995204332975845e-15
b0131,True,False,6.445649804092506e-12,0.9823718127206471
b1693,True,False,-6.667602501356091e-16,0.9823718127269798
b0421,True,False,-9.767508140095003e-16,0.9823718127269802
b2779,False,False,0.9211768578905317,0.07743363299891459
b0029,True,False,-9.155702967447079e-17,0.9823718127269793
b2232,False,False,0.9999999999999939,5.995204332975845e-15
b4244,True,False,-1.2182145478319133e-15,0.9823718127269804
